User ID,Session ID,Timestamp,Page URL,Event Type,Referral Source,Device Type,Product ID,Conversion Flag,Last Activity Timestamp,Page Sequence/Order,Session Duration,Event Duration,Bounce Flag,Session Start Indicator,Exit Page,Location/Region
user_327,session_1908,2024-08-04 18:31:26,/product/4799,purchase,search engine,tablet,prod_11,0,2024-08-04 18:32:07,7,120,49.0,0,0,/cart,Germany
user_327,session_1913,2024-05-11 15:31:31,/search?q=laptops,purchase,email,tablet,prod_25,0,2024-05-11 15:33:04,3,76,7.0,0,0,/product/5716,UK
user_327,session_2640,2024-02-22 23:10:02,/product/1648,add to cart,direct,desktop,prod_54,1,2024-02-22 23:13:47,2,195,50.0,1,0,/product/7010,Australia
user_327,session_2977,2024-09-06 02:01:39,/contact,checkout,social media,mobile,prod_22,0,2024-09-06 02:01:52,3,102,32.0,0,0,/about-us,US
user_327,session_3270,2024-07-12 03:58:02,/product/9191,add to cart,direct,mobile,prod_16,0,2024-07-12 04:01:07,9,58,42.0,1,0,/product/1635,Canada
user_327,session_3548,2024-10-21 13:39:44,/checkout,page view,social media,desktop,,1,2024-10-21 13:41:37,7,179,,0,0,/cart,Germany
user_327,session_3976,2024-03-04 23:07:58,/checkout,purchase,email,desktop,prod_71,0,2024-03-04 23:07:59,2,181,24.0,0,0,/home,Australia
user_327,session_4002,2024-09-06 04:08:21,/search?q=laptops,checkout,social media,tablet,prod_15,0,2024-09-06 04:08:43,9,253,35.0,0,0,/product/1228,Germany
user_327,session_4010,2024-01-12 23:15:19,/category/toys,purchase,email,mobile,prod_13,0,2024-01-12 23:19:23,2,183,57.0,0,0,/search?q=smartphones,Australia
user_327,session_4118,2024-11-08 02:40:12,/checkout,purchase,direct,mobile,prod_69,1,2024-11-08 02:40:55,4,53,15.0,0,0,/about-us,Germany
user_327,session_4127,2024-06-16 17:01:52,/blog/20,checkout,email,mobile,prod_56,0,2024-06-16 17:04:59,9,143,34.0,0,0,/about-us,UK
user_327,session_4494,2024-03-21 01:55:51,/checkout,add to cart,search engine,desktop,prod_47,0,2024-03-21 01:57:47,4,223,47.0,0,0,/home,Australia
user_327,session_503,2024-07-09 13:34:22,/home,add to cart,social media,mobile,prod_19,0,2024-07-09 13:35:13,8,214,5.0,0,0,/product/3530,UK
user_327,session_723,2024-10-23 02:31:32,/search?q=smartphones,checkout,email,tablet,prod_83,0,2024-10-23 02:34:31,7,211,8.0,0,0,/blog/9,Canada
user_327,session_904,2024-02-05 06:07:28,/home,purchase,direct,desktop,prod_74,0,2024-02-05 06:08:40,7,69,46.0,0,0,/home,Australia
user_328,session_1333,2024-09-21 08:24:02,/cart,page view,direct,mobile,,0,2024-09-21 08:24:53,2,21,,0,0,/contact,UK
user_328,session_1344,2024-11-08 02:28:40,/home,add to cart,social media,mobile,prod_42,0,2024-11-08 02:28:57,1,60,46.0,1,1,/checkout,US
user_328,session_1544,2024-06-30 13:16:05,/search?q=shoes,checkout,social media,desktop,prod_61,0,2024-06-30 13:19:01,9,216,2.0,1,0,/cart,UK
user_328,session_1674,2024-09-29 14:33:42,/search?q=kids-toys,checkout,search engine,mobile,prod_55,0,2024-09-29 14:36:26,2,132,58.0,1,0,/cart,Australia
user_328,session_1760,2024-07-06 14:07:54,/home,purchase,direct,mobile,prod_66,0,2024-07-06 14:08:21,3,222,8.0,0,0,/blog/24,Germany
user_328,session_1787,2024-02-05 10:26:27,/category/home-goods,page view,direct,tablet,,0,2024-02-05 10:31:03,10,93,,1,0,/product/6707,Germany
user_328,session_1867,2024-05-26 15:45:24,/blog/42,checkout,email,desktop,prod_39,0,2024-05-26 15:48:11,8,46,40.0,1,0,/search?q=smartphones,Canada
user_328,session_2273,2024-06-21 10:08:03,/product/4630,purchase,email,mobile,prod_29,0,2024-06-21 10:09:02,10,46,5.0,0,0,/home,UK
user_328,session_2356,2024-06-29 03:59:28,/search?q=laptops,checkout,email,desktop,prod_94,0,2024-06-29 04:01:47,3,34,24.0,0,0,/category/clothing,Canada
user_328,session_243,2024-11-06 18:57:49,/cart,page view,social media,desktop,,0,2024-11-06 18:59:25,7,298,,0,0,/contact,Australia
user_328,session_265,2024-10-15 18:42:29,/contact,checkout,social media,tablet,prod_85,0,2024-10-15 18:45:52,4,290,23.0,1,0,/about-us,Australia
user_328,session_2783,2024-03-06 15:55:57,/blog/22,page view,social media,mobile,,1,2024-03-06 15:59:04,1,140,,0,1,/category/books,Australia
user_328,session_2834,2024-12-04 14:01:29,/blog/12,add to cart,direct,tablet,prod_97,1,2024-12-04 14:01:54,1,156,29.0,0,1,/contact,Germany
user_328,session_2978,2024-11-12 21:22:30,/search?q=shoes,add to cart,direct,mobile,prod_55,0,2024-11-12 21:24:27,10,113,57.0,1,0,/search?q=smartphones,Canada
user_328,session_3251,2024-01-09 10:43:27,/search?q=furniture,add to cart,social media,mobile,prod_31,0,2024-01-09 10:45:28,9,68,11.0,0,0,/contact,US
user_328,session_3465,2024-12-23 07:56:08,/contact,add to cart,search engine,desktop,prod_87,0,2024-12-23 07:56:24,2,288,16.0,0,0,/about-us,UK
user_328,session_3546,2024-10-31 11:59:36,/product/5055,checkout,search engine,desktop,prod_63,0,2024-10-31 12:00:39,1,298,22.0,0,1,/checkout,Germany
user_328,session_3627,2024-07-24 18:13:44,/contact,page view,search engine,mobile,,0,2024-07-24 18:13:47,9,1,,1,0,/home,US
user_328,session_3918,2024-10-10 12:10:42,/search?q=furniture,page view,social media,mobile,,1,2024-10-10 12:14:32,10,181,,0,0,/blog/30,Canada
user_328,session_4083,2024-11-18 01:04:18,/about-us,page view,email,mobile,,0,2024-11-18 01:07:25,10,128,,1,0,/product/9184,Germany
user_328,session_4286,2024-12-28 08:24:48,/category/books,checkout,social media,desktop,prod_11,1,2024-12-28 08:25:29,8,62,1.0,1,0,/home,Germany
user_328,session_4291,2024-07-17 23:24:49,/product/3409,purchase,social media,mobile,prod_1,0,2024-07-17 23:28:09,7,35,21.0,0,0,/category/books,Germany
user_328,session_4317,2024-07-18 05:55:38,/category/books,page view,search engine,desktop,,1,2024-07-18 05:57:31,2,253,,1,0,/contact,UK
user_328,session_544,2024-12-01 05:18:40,/category/clothing,add to cart,search engine,mobile,prod_77,0,2024-12-01 05:20:54,1,262,13.0,0,1,/home,Australia
user_328,session_689,2024-11-22 05:29:12,/blog/13,purchase,email,desktop,prod_6,0,2024-11-22 05:29:56,3,249,30.0,1,0,/home,UK
user_328,session_782,2024-05-11 12:16:32,/blog/33,checkout,direct,tablet,prod_45,0,2024-05-11 12:21:02,8,64,7.0,0,0,/category/clothing,Australia
user_328,session_906,2024-01-28 23:24:02,/contact,page view,email,desktop,,0,2024-01-28 23:28:53,1,235,,0,1,/checkout,Canada
user_329,session_1069,2024-06-21 13:18:33,/cart,checkout,direct,desktop,prod_43,0,2024-06-21 13:22:53,5,281,56.0,0,0,/home,Australia
user_329,session_1101,2024-09-02 21:35:27,/home,add to cart,social media,tablet,prod_3,0,2024-09-02 21:38:22,4,196,32.0,0,0,/contact,Australia
user_329,session_1190,2024-09-13 16:06:56,/about-us,purchase,social media,mobile,prod_28,0,2024-09-13 16:11:36,4,119,11.0,0,0,/contact,Canada
user_329,session_1205,2024-05-11 20:44:12,/search?q=kids-toys,page view,email,mobile,,1,2024-05-11 20:48:03,3,255,,0,0,/product/4921,Canada
user_329,session_1263,2024-06-02 00:32:05,/category/clothing,checkout,direct,desktop,prod_40,0,2024-06-02 00:33:36,9,17,3.0,0,0,/contact,Australia
user_329,session_1284,2024-08-20 02:29:20,/checkout,page view,social media,desktop,,0,2024-08-20 02:31:45,3,259,,0,0,/checkout,UK
user_329,session_145,2024-01-28 12:35:35,/about-us,purchase,direct,desktop,prod_3,0,2024-01-28 12:36:04,5,239,56.0,1,0,/cart,Germany
user_329,session_1789,2024-03-11 22:44:39,/category/clothing,add to cart,direct,tablet,prod_51,0,2024-03-11 22:48:31,6,64,10.0,0,0,/search?q=kids-toys,US
user_329,session_1794,2024-02-26 00:20:58,/cart,add to cart,social media,desktop,prod_50,0,2024-02-26 00:25:20,5,8,51.0,0,0,/home,Australia
user_329,session_1934,2024-01-06 13:56:51,/about-us,add to cart,search engine,desktop,prod_59,0,2024-01-06 13:59:59,6,289,46.0,1,0,/product/7238,Germany
user_329,session_1992,2024-08-30 11:03:22,/blog/36,page view,email,desktop,,0,2024-08-30 11:06:55,4,133,,0,0,/about-us,Canada
user_329,session_2276,2024-05-23 18:46:47,/cart,add to cart,social media,mobile,prod_84,0,2024-05-23 18:49:16,1,132,15.0,1,1,/about-us,Canada
user_329,session_2612,2024-01-28 02:58:11,/checkout,purchase,direct,mobile,prod_87,0,2024-01-28 02:59:14,3,224,6.0,1,0,/cart,Germany
user_329,session_3295,2024-03-18 23:32:35,/contact,add to cart,social media,mobile,prod_89,0,2024-03-18 23:36:20,9,171,55.0,1,0,/blog/14,UK
user_329,session_341,2024-04-15 08:47:45,/about-us,purchase,social media,mobile,prod_50,0,2024-04-15 08:52:22,1,219,60.0,0,1,/search?q=smartphones,Canada
user_329,session_3496,2024-02-25 17:23:27,/contact,page view,direct,tablet,,1,2024-02-25 17:26:35,9,26,,1,0,/cart,Australia
user_329,session_3540,2024-06-12 11:38:12,/blog/7,add to cart,search engine,mobile,prod_54,0,2024-06-12 11:40:51,10,80,49.0,0,0,/blog/21,Australia
user_329,session_3589,2024-05-27 07:35:01,/category/toys,page view,email,desktop,,1,2024-05-27 07:36:11,7,205,,0,0,/contact,UK
user_329,session_3646,2024-02-17 10:26:29,/search?q=smartphones,checkout,search engine,tablet,prod_11,0,2024-02-17 10:29:47,2,40,22.0,0,0,/product/6340,US
user_329,session_38,2024-01-08 17:04:39,/search?q=furniture,add to cart,search engine,tablet,prod_30,0,2024-01-08 17:07:55,1,223,3.0,1,1,/cart,Australia
user_329,session_3847,2024-03-07 17:41:11,/product/2531,add to cart,search engine,tablet,prod_16,0,2024-03-07 17:43:19,6,85,47.0,0,0,/home,Germany
user_329,session_3944,2024-10-22 16:02:32,/home,page view,social media,desktop,,0,2024-10-22 16:07:25,2,82,,0,0,/cart,Germany
user_329,session_419,2024-04-17 07:00:35,/product/8431,checkout,email,tablet,prod_82,0,2024-04-17 07:05:02,6,184,3.0,0,0,/home,UK
user_329,session_4254,2024-08-27 01:32:54,/blog/10,checkout,direct,desktop,prod_87,0,2024-08-27 01:34:37,1,292,36.0,0,1,/contact,Australia
user_329,session_437,2024-08-05 05:00:02,/product/9368,checkout,search engine,desktop,prod_39,0,2024-08-05 05:00:07,8,214,13.0,0,0,/category/toys,Australia
user_329,session_4463,2024-08-12 00:41:01,/checkout,purchase,email,tablet,prod_45,0,2024-08-12 00:42:44,9,6,31.0,1,0,/cart,UK
user_329,session_4603,2024-03-30 05:59:05,/category/home-goods,page view,direct,desktop,,0,2024-03-30 06:02:26,6,49,,1,0,/category/books,Australia
user_329,session_4895,2024-10-19 04:46:58,/checkout,add to cart,direct,mobile,prod_75,1,2024-10-19 04:49:46,2,192,58.0,0,0,/search?q=furniture,Australia
user_329,session_771,2024-05-04 21:53:54,/blog/42,purchase,social media,tablet,prod_37,0,2024-05-04 21:56:01,2,176,35.0,1,0,/search?q=kids-toys,US
user_329,session_873,2024-12-14 02:17:11,/blog/4,checkout,search engine,desktop,prod_93,0,2024-12-14 02:18:52,3,120,44.0,0,0,/checkout,US
user_33,session_1003,2024-10-12 14:41:44,/search?q=laptops,add to cart,search engine,tablet,prod_77,0,2024-10-12 14:44:20,7,136,24.0,0,0,/category/electronics,Canada
user_33,session_1045,2024-01-16 22:28:13,/cart,purchase,email,tablet,prod_46,0,2024-01-16 22:30:31,8,164,22.0,0,0,/contact,Germany
user_33,session_1183,2024-09-11 21:51:05,/home,purchase,direct,desktop,prod_41,0,2024-09-11 21:53:32,4,27,41.0,1,0,/home,US
user_33,session_1366,2024-08-06 02:52:10,/category/clothing,purchase,search engine,mobile,prod_23,0,2024-08-06 02:56:10,6,300,55.0,1,0,/cart,US
user_33,session_1367,2024-03-30 11:00:57,/checkout,purchase,search engine,desktop,prod_87,0,2024-03-30 11:03:44,3,36,5.0,1,0,/category/clothing,Australia
user_33,session_1382,2024-05-01 00:22:20,/category/home-goods,purchase,social media,mobile,prod_87,0,2024-05-01 00:23:04,3,112,16.0,1,0,/product/4333,Australia
user_33,session_1877,2024-10-07 14:29:50,/checkout,add to cart,social media,mobile,prod_34,1,2024-10-07 14:33:41,2,141,47.0,0,0,/cart,US
user_33,session_293,2024-05-12 12:30:18,/search?q=shoes,add to cart,email,tablet,prod_41,0,2024-05-12 12:33:39,3,134,43.0,0,0,/contact,UK
user_33,session_2954,2024-09-18 17:37:32,/checkout,checkout,email,desktop,prod_41,0,2024-09-18 17:39:31,3,29,46.0,0,0,/cart,Australia
user_33,session_2971,2024-06-26 01:41:56,/checkout,purchase,direct,tablet,prod_60,0,2024-06-26 01:44:45,7,34,43.0,1,0,/checkout,UK
user_33,session_2997,2024-10-23 05:13:30,/search?q=smartphones,checkout,social media,mobile,prod_84,0,2024-10-23 05:18:06,7,18,27.0,1,0,/cart,Germany
user_33,session_3169,2024-10-26 00:04:20,/product/3944,checkout,email,desktop,prod_8,0,2024-10-26 00:05:26,5,252,57.0,0,0,/cart,Canada
user_33,session_3378,2024-01-01 20:49:30,/home,purchase,direct,tablet,prod_18,0,2024-01-01 20:52:13,6,43,43.0,0,0,/contact,Australia
user_33,session_3404,2024-05-20 01:58:31,/category/electronics,page view,direct,tablet,,0,2024-05-20 01:59:11,9,79,,1,0,/about-us,US
user_33,session_3686,2024-04-06 13:37:07,/search?q=furniture,checkout,search engine,desktop,prod_10,0,2024-04-06 13:39:00,9,84,56.0,0,0,/about-us,Canada
user_33,session_3738,2024-07-08 22:26:33,/product/4192,purchase,email,desktop,prod_64,0,2024-07-08 22:27:22,8,93,35.0,0,0,/home,Australia
user_33,session_4235,2024-04-13 14:21:08,/cart,purchase,social media,mobile,prod_57,0,2024-04-13 14:23:42,9,61,35.0,1,0,/search?q=shoes,Australia
user_33,session_4290,2024-08-21 04:27:56,/search?q=laptops,checkout,social media,desktop,prod_89,0,2024-08-21 04:28:37,8,140,52.0,0,0,/product/6151,US
user_33,session_4656,2024-02-03 00:18:45,/category/toys,checkout,direct,desktop,prod_8,0,2024-02-03 00:21:47,9,273,13.0,0,0,/product/4675,Australia
user_33,session_679,2024-08-19 03:56:32,/checkout,checkout,social media,tablet,prod_71,0,2024-08-19 03:59:50,1,136,34.0,0,1,/blog/14,UK
user_33,session_743,2024-06-25 04:21:45,/product/1959,checkout,direct,desktop,prod_65,0,2024-06-25 04:26:35,5,110,1.0,0,0,/blog/5,Canada
user_33,session_860,2024-01-11 17:51:31,/about-us,page view,email,desktop,,0,2024-01-11 17:55:39,6,300,,0,0,/cart,Australia
user_33,session_876,2024-07-10 07:35:39,/contact,add to cart,email,tablet,prod_50,0,2024-07-10 07:40:09,3,116,30.0,0,0,/about-us,Germany
user_330,session_1087,2024-12-20 20:37:42,/search?q=smartphones,purchase,direct,mobile,prod_24,0,2024-12-20 20:38:40,5,13,11.0,0,0,/product/9640,Canada
user_330,session_1255,2024-07-04 11:39:38,/checkout,page view,direct,mobile,,0,2024-07-04 11:42:29,5,100,,0,0,/product/7702,US
user_330,session_1408,2024-03-18 06:48:09,/contact,checkout,email,mobile,prod_94,0,2024-03-18 06:48:40,5,38,27.0,0,0,/blog/3,Canada
user_330,session_1686,2024-05-20 11:14:25,/cart,purchase,social media,mobile,prod_88,0,2024-05-20 11:18:16,9,13,59.0,0,0,/search?q=kids-toys,UK
user_330,session_1702,2024-09-12 02:25:12,/category/toys,add to cart,direct,desktop,prod_83,0,2024-09-12 02:26:22,1,109,30.0,1,1,/search?q=laptops,US
user_330,session_1712,2024-09-12 21:29:19,/cart,page view,search engine,tablet,,0,2024-09-12 21:30:06,10,274,,0,0,/blog/26,US
user_330,session_1825,2024-09-28 11:14:09,/search?q=laptops,checkout,email,tablet,prod_98,0,2024-09-28 11:16:24,6,133,32.0,0,0,/search?q=shoes,Germany
user_330,session_1892,2024-10-14 22:08:33,/home,checkout,social media,desktop,prod_84,1,2024-10-14 22:12:08,6,203,2.0,0,0,/blog/15,Germany
user_330,session_2054,2024-06-06 03:08:06,/checkout,purchase,search engine,desktop,prod_73,0,2024-06-06 03:10:26,5,89,37.0,1,0,/blog/44,Germany
user_330,session_2256,2024-11-06 02:16:10,/category/clothing,purchase,social media,desktop,prod_17,0,2024-11-06 02:20:17,9,274,10.0,1,0,/blog/29,Canada
user_330,session_2268,2024-06-04 23:27:43,/checkout,purchase,direct,desktop,prod_92,0,2024-06-04 23:30:18,3,203,16.0,0,0,/about-us,UK
user_330,session_2309,2024-09-25 04:03:16,/home,page view,email,tablet,,0,2024-09-25 04:05:08,10,165,,0,0,/contact,Australia
user_330,session_3020,2024-12-12 11:42:58,/cart,page view,search engine,desktop,,0,2024-12-12 11:46:45,5,137,,0,0,/checkout,UK
user_330,session_3101,2024-11-18 05:58:06,/checkout,purchase,direct,desktop,prod_30,0,2024-11-18 06:00:02,8,3,11.0,0,0,/blog/22,US
user_330,session_3312,2024-11-18 11:37:51,/search?q=furniture,add to cart,email,desktop,prod_7,0,2024-11-18 11:41:17,5,106,30.0,1,0,/contact,Canada
user_330,session_3325,2024-07-22 14:20:36,/category/home-goods,purchase,email,mobile,prod_43,0,2024-07-22 14:21:10,5,64,27.0,0,0,/contact,Canada
user_330,session_3354,2024-07-28 11:22:36,/category/toys,checkout,email,mobile,prod_15,0,2024-07-28 11:24:34,6,239,19.0,0,0,/category/home-goods,Australia
user_330,session_3369,2024-11-01 05:07:31,/cart,checkout,direct,tablet,prod_54,0,2024-11-01 05:09:45,5,253,25.0,1,0,/search?q=kids-toys,US
user_330,session_339,2024-12-27 05:24:01,/category/electronics,checkout,search engine,desktop,prod_57,0,2024-12-27 05:28:29,9,166,50.0,0,0,/blog/40,Canada
user_330,session_3612,2024-04-10 05:14:27,/product/6326,add to cart,email,tablet,prod_21,0,2024-04-10 05:18:32,7,170,58.0,0,0,/cart,UK
user_330,session_3679,2024-01-05 17:43:10,/contact,purchase,search engine,desktop,prod_17,0,2024-01-05 17:44:16,8,46,8.0,0,0,/home,Canada
user_330,session_3731,2024-07-17 10:29:48,/category/clothing,checkout,email,tablet,prod_53,0,2024-07-17 10:34:00,6,272,3.0,1,0,/category/home-goods,Germany
user_330,session_3808,2024-11-02 12:34:09,/contact,add to cart,social media,desktop,prod_44,0,2024-11-02 12:34:33,4,291,8.0,1,0,/home,Canada
user_330,session_4062,2024-12-12 01:48:36,/blog/32,page view,direct,mobile,,0,2024-12-12 01:49:47,4,287,,0,0,/home,Canada
user_330,session_4268,2024-09-21 20:02:28,/checkout,page view,direct,tablet,,0,2024-09-21 20:02:58,3,55,,1,0,/search?q=furniture,Canada
user_330,session_4329,2024-05-03 18:22:56,/checkout,page view,email,desktop,,0,2024-05-03 18:25:32,6,196,,1,0,/blog/35,UK
user_330,session_461,2024-06-28 00:47:02,/product/8755,page view,search engine,desktop,,0,2024-06-28 00:48:03,5,167,,0,0,/category/books,Australia
user_330,session_4981,2024-03-29 18:23:47,/blog/50,page view,direct,desktop,,1,2024-03-29 18:28:34,4,128,,0,0,/search?q=smartphones,Canada
user_330,session_772,2024-09-26 22:38:19,/checkout,checkout,social media,tablet,prod_15,0,2024-09-26 22:38:47,2,262,39.0,0,0,/home,Australia
user_331,session_118,2024-11-01 01:18:58,/home,add to cart,search engine,desktop,prod_93,0,2024-11-01 01:20:17,1,17,59.0,0,1,/home,Australia
user_331,session_1186,2024-02-28 15:46:56,/about-us,add to cart,search engine,desktop,prod_48,0,2024-02-28 15:50:25,8,3,50.0,0,0,/home,Germany
user_331,session_1248,2024-01-10 09:47:42,/checkout,add to cart,search engine,mobile,prod_8,1,2024-01-10 09:51:01,5,252,45.0,0,0,/category/clothing,Canada
user_331,session_1415,2024-03-08 11:06:48,/blog/16,checkout,search engine,mobile,prod_48,0,2024-03-08 11:10:16,10,76,42.0,0,0,/about-us,US
user_331,session_1512,2024-08-10 09:02:33,/product/7521,checkout,search engine,desktop,prod_51,0,2024-08-10 09:04:13,5,155,26.0,0,0,/about-us,Canada
user_331,session_1904,2024-03-28 20:33:17,/about-us,purchase,direct,desktop,prod_94,0,2024-03-28 20:36:05,8,173,40.0,1,0,/checkout,UK
user_331,session_2225,2024-02-03 18:21:38,/search?q=shoes,add to cart,search engine,mobile,prod_78,0,2024-02-03 18:24:22,4,84,28.0,1,0,/blog/32,UK
user_331,session_2335,2024-07-09 14:40:44,/cart,checkout,email,tablet,prod_38,0,2024-07-09 14:44:56,1,27,34.0,0,1,/search?q=laptops,Australia
user_331,session_2338,2024-08-20 18:06:48,/category/home-goods,purchase,direct,mobile,prod_48,0,2024-08-20 18:07:34,2,201,50.0,1,0,/blog/30,Germany
user_331,session_2403,2024-05-20 19:12:18,/product/7615,add to cart,email,desktop,prod_29,0,2024-05-20 19:14:00,8,278,50.0,0,0,/cart,UK
user_331,session_2527,2024-03-24 18:02:52,/category/books,checkout,social media,desktop,prod_40,0,2024-03-24 18:05:37,8,143,16.0,0,0,/search?q=shoes,UK
user_331,session_255,2024-09-11 00:19:16,/search?q=shoes,purchase,email,desktop,prod_40,0,2024-09-11 00:19:59,2,189,36.0,0,0,/checkout,Australia
user_331,session_2720,2024-09-28 14:06:29,/search?q=smartphones,add to cart,direct,mobile,prod_88,0,2024-09-28 14:11:23,7,247,6.0,0,0,/cart,UK
user_331,session_2940,2024-03-06 01:55:01,/search?q=furniture,add to cart,email,mobile,prod_54,1,2024-03-06 01:57:22,10,110,23.0,0,0,/product/8598,Canada
user_331,session_3078,2024-05-26 04:04:57,/product/9876,add to cart,email,tablet,prod_76,1,2024-05-26 04:07:47,6,171,26.0,0,0,/category/toys,Canada
user_331,session_3535,2024-06-13 01:44:02,/checkout,checkout,email,mobile,prod_12,1,2024-06-13 01:44:17,4,225,54.0,0,0,/home,Germany
user_331,session_3687,2024-05-14 00:57:58,/checkout,checkout,direct,tablet,prod_80,0,2024-05-14 01:01:22,2,268,32.0,0,0,/contact,UK
user_331,session_393,2024-02-25 00:30:30,/cart,checkout,email,mobile,prod_66,0,2024-02-25 00:31:12,6,137,13.0,1,0,/product/4863,US
user_331,session_4396,2024-05-17 05:37:58,/product/4894,page view,direct,desktop,,0,2024-05-17 05:38:40,7,146,,1,0,/about-us,Germany
user_331,session_4849,2024-10-02 19:00:23,/blog/10,add to cart,social media,desktop,prod_61,0,2024-10-02 19:00:39,3,141,8.0,0,0,/category/electronics,Germany
user_331,session_614,2024-05-30 20:44:24,/cart,purchase,social media,tablet,prod_69,0,2024-05-30 20:45:33,10,24,12.0,0,0,/home,Germany
user_331,session_976,2024-04-23 00:54:45,/home,page view,email,tablet,,0,2024-04-23 00:57:12,5,210,,0,0,/cart,UK
user_332,session_1827,2024-04-02 20:40:21,/category/toys,checkout,social media,desktop,prod_55,0,2024-04-02 20:43:11,8,198,14.0,0,0,/cart,Germany
user_332,session_1847,2024-07-20 17:57:13,/category/clothing,add to cart,social media,mobile,prod_3,0,2024-07-20 17:57:25,4,106,13.0,0,0,/contact,UK
user_332,session_2073,2024-07-15 14:28:51,/search?q=furniture,checkout,direct,tablet,prod_38,0,2024-07-15 14:30:14,2,299,58.0,0,0,/contact,Canada
user_332,session_2092,2024-06-19 17:21:12,/product/4081,add to cart,social media,tablet,prod_50,0,2024-06-19 17:25:19,4,136,14.0,0,0,/home,Canada
user_332,session_2212,2024-04-03 15:42:25,/product/1181,checkout,social media,tablet,prod_51,0,2024-04-03 15:45:56,4,231,48.0,0,0,/category/toys,Germany
user_332,session_2250,2024-02-09 17:42:40,/home,page view,direct,desktop,,0,2024-02-09 17:43:38,6,242,,0,0,/home,Canada
user_332,session_2359,2024-04-16 00:17:26,/product/7535,page view,email,tablet,,0,2024-04-16 00:19:44,10,146,,1,0,/about-us,Canada
user_332,session_2378,2024-11-06 07:16:30,/product/5931,add to cart,direct,desktop,prod_88,0,2024-11-06 07:18:39,8,124,41.0,1,0,/search?q=laptops,US
user_332,session_2385,2024-07-10 02:18:23,/checkout,page view,direct,mobile,,0,2024-07-10 02:20:17,6,168,,0,0,/blog/30,Canada
user_332,session_2582,2024-03-12 16:17:00,/search?q=shoes,add to cart,social media,tablet,prod_86,0,2024-03-12 16:17:18,3,212,2.0,1,0,/cart,UK
user_332,session_268,2024-09-14 14:55:01,/search?q=smartphones,page view,search engine,mobile,,0,2024-09-14 14:55:20,6,11,,1,0,/about-us,UK
user_332,session_3014,2024-05-18 12:12:39,/home,page view,direct,desktop,,0,2024-05-18 12:15:08,7,123,,0,0,/checkout,Canada
user_332,session_3094,2024-06-29 13:23:37,/home,page view,search engine,mobile,,0,2024-06-29 13:24:41,5,204,,1,0,/about-us,US
user_332,session_3212,2024-12-25 08:22:39,/contact,purchase,email,tablet,prod_92,0,2024-12-25 08:22:49,7,68,12.0,0,0,/search?q=laptops,Australia
user_332,session_3362,2024-04-02 15:39:32,/blog/9,add to cart,social media,desktop,prod_30,0,2024-04-02 15:39:49,7,300,41.0,0,0,/category/home-goods,Canada
user_332,session_3477,2024-02-18 07:52:12,/about-us,purchase,email,tablet,prod_28,0,2024-02-18 07:54:01,7,144,36.0,0,0,/search?q=kids-toys,Germany
user_332,session_3481,2024-04-08 04:55:50,/home,purchase,direct,desktop,prod_58,0,2024-04-08 05:00:49,3,130,35.0,0,0,/blog/5,US
user_332,session_3699,2024-12-14 15:23:25,/checkout,add to cart,social media,tablet,prod_28,0,2024-12-14 15:24:46,3,290,58.0,0,0,/blog/12,Canada
user_332,session_3727,2024-12-11 06:36:49,/cart,checkout,social media,mobile,prod_4,1,2024-12-11 06:40:16,7,232,18.0,0,0,/checkout,US
user_332,session_3752,2024-07-04 05:43:22,/category/books,page view,search engine,desktop,,0,2024-07-04 05:46:31,8,241,,0,0,/about-us,Australia
user_332,session_3924,2024-12-28 22:52:27,/product/7019,page view,social media,desktop,,0,2024-12-28 22:56:07,1,274,,0,1,/contact,Germany
user_332,session_4177,2024-12-11 07:23:27,/search?q=shoes,purchase,search engine,desktop,prod_17,1,2024-12-11 07:27:56,5,216,9.0,0,0,/cart,US
user_332,session_4566,2024-05-29 15:32:45,/search?q=smartphones,purchase,search engine,tablet,prod_73,1,2024-05-29 15:37:18,9,31,57.0,0,0,/search?q=furniture,Canada
user_332,session_637,2024-05-15 18:32:53,/product/4922,purchase,email,desktop,prod_97,1,2024-05-15 18:37:16,8,124,48.0,0,0,/checkout,UK
user_332,session_689,2024-05-31 16:49:38,/category/books,purchase,social media,mobile,prod_89,0,2024-05-31 16:53:03,2,195,36.0,0,0,/category/books,Australia
user_332,session_791,2024-06-03 11:56:18,/checkout,purchase,email,desktop,prod_16,0,2024-06-03 11:57:43,6,83,52.0,0,0,/search?q=shoes,US
user_332,session_85,2024-01-11 01:59:05,/product/1033,checkout,direct,tablet,prod_44,0,2024-01-11 02:03:12,5,90,49.0,0,0,/product/7266,Australia
user_332,session_873,2024-09-04 07:00:06,/category/books,page view,email,tablet,,1,2024-09-04 07:05:06,2,195,,1,0,/category/clothing,Germany
user_333,session_1055,2024-06-30 20:07:08,/category/clothing,checkout,social media,tablet,prod_90,0,2024-06-30 20:12:05,5,242,51.0,1,0,/checkout,Canada
user_333,session_1148,2024-05-01 08:09:28,/about-us,page view,search engine,mobile,,0,2024-05-01 08:13:00,6,242,,1,0,/contact,Australia
user_333,session_1365,2024-10-15 14:17:29,/about-us,purchase,social media,desktop,prod_87,0,2024-10-15 14:20:53,6,99,23.0,0,0,/category/home-goods,US
user_333,session_1401,2024-11-30 22:46:12,/contact,purchase,direct,tablet,prod_95,1,2024-11-30 22:48:36,9,49,30.0,1,0,/checkout,Australia
